#movie_id num_critic_for_reviews duration director_facebook_likes actor_3_facebook_likes actor_1_facebook_likes gross num_voted_users cast_total_facebook_likes num_user_for_reviews budget title_year actor_2_facebook_likes imdb_score movie_facebook_likes
29 644.0 124.0 365.0 1000.0 3000.0 652177271.0 418214 8458 1290.0 150000000.0 2015.0 2000.0 7.0 150000.0
31 300.0 135.0 0.0 4000.0 24000.0 373377893.0 411164 43388 1303.0 200000000.0 2004.0 11000.0 7.3 0.0
32 608.0 195.0 1000.0 3000.0 21000.0 408992272.0 557489 30426 1187.0 200000000.0 2013.0 4000.0 7.2 95000.0
33 451.0 108.0 13000.0 11000.0 40000.0 334185206.0 306320 79957 736.0 200000000.0 2010.0 25000.0 6.5 24000.0
35 376.0 104.0 37.0 760.0 12000.0 268488329.0 235025 14863 265.0 200000000.0 2013.0 779.0 7.3 44000.0
36 366.0 150.0 0.0 464.0 894.0 402076689.0 323207 3218 1439.0 200000000.0 2009.0 581.0 6.0 0.0
37 378.0 165.0 0.0 808.0 974.0 245428137.0 242420 3988 918.0 210000000.0 2014.0 956.0 5.7 56000.0
38 525.0 130.0 0.0 11000.0 44000.0 234903076.0 175409 73441 511.0 215000000.0 2013.0 15000.0 6.4 60000.0
39 495.0 142.0 464.0 825.0 15000.0 202853933.0 321227 28631 1067.0 200000000.0 2014.0 10000.0 6.7 41000.0
40 469.0 125.0 364.0 1000.0 12000.0 172051787.0 264183 25550 665.0 170000000.0 2010.0 10000.0 6.8 30000.0
41 304.0 106.0 487.0 776.0 1000.0 191450875.0 101178 4482 283.0 200000000.0 2011.0 919.0 6.3 10000.0
42 436.0 123.0 258.0 326.0 16000.0 116593191.0 223393 17657 550.0 200000000.0 2011.0 368.0 5.6 24000.0
43 453.0 103.0 125.0 721.0 15000.0 414984497.0 544884 19085 733.0 200000000.0 2010.0 1000.0 8.3 30000.0
44 422.0 118.0 368.0 988.0 23000.0 125320003.0 286095 27468 974.0 200000000.0 2009.0 3000.0 6.6 0.0
45 424.0 140.0 0.0 14000.0 26000.0 350034110.0 278232 79150 657.0 190000000.0 2015.0 23000.0 7.2 94000.0
46 654.0 123.0 395.0 1000.0 17000.0 202351611.0 465019 32392 995.0 190000000.0 2013.0 11000.0 7.0 129000.0
47 539.0 149.0 0.0 20000.0 34000.0 233914986.0 514125 91434 752.0 200000000.0 2014.0 22000.0 8.0 82000.0
48 590.0 132.0 14000.0 928.0 19000.0 228756232.0 395573 21411 1171.0 190000000.0 2013.0 981.0 7.8 92000.0
49 338.0 114.0 0.0 140.0 979.0 65171860.0 106416 1766 205.0 195000000.0 2013.0 557.0 6.3 22000.0
51 306.0 116.0 179.0 236.0 15000.0 90755643.0 222403 16149 453.0 200000000.0 2010.0 567.0 6.6 23000.0
52 575.0 131.0 0.0 919.0 16000.0 101785482.0 381148 19166 1106.0 190000000.0 2013.0 968.0 7.0 83000.0
53 428.0 154.0 0.0 581.0 894.0 352358779.0 326180 2593 899.0 195000000.0 2011.0 829.0 6.3 46000.0
54 470.0 122.0 14000.0 1000.0 11000.0 317011114.0 333847 14959 2054.0 185000000.0 2008.0 1000.0 6.2 5000.0
56 488.0 93.0 56.0 838.0 2000.0 237282182.0 273556 5005 428.0 185000000.0 2012.0 1000.0 7.2 39000.0
57 322.0 122.0 681.0 105.0 998.0 130468626.0 53607 1327 432.0 185000000.0 2016.0 119.0 7.5 30000.0
58 421.0 98.0 475.0 522.0 1000.0 223806889.0 718837 2975 1043.0 180000000.0 2008.0 729.0 8.4 16000.0
59 162.0 91.0 420.0 173.0 268.0 140080850.0 121084 1125 221.0 140000000.0 2007.0 268.0 6.2 0.0
60 367.0 158.0 776.0 310.0 1000.0 166112167.0 283418 2144 1055.0 200000000.0 2009.0 468.0 5.8 13000.0
61 240.0 96.0 0.0 10000.0 18000.0 137850096.0 72809 48878 249.0 200000000.0 2009.0 14000.0 6.8 0.0
62 384.0 127.0 0.0 13000.0 17000.0 47375327.0 139593 47334 720.0 176000000.0 2015.0 15000.0 5.4 44000.0
63 248.0 110.0 282.0 103.0 11000.0 124051759.0 42372 21175 239.0 180000000.0 2016.0 10000.0 6.6 29000.0
64 284.0 150.0 80.0 82.0 1000.0 291709845.0 286506 1317 1463.0 180000000.0 2005.0 190.0 6.9 0.0
65 396.0 144.0 0.0 1000.0 34000.0 154985087.0 148379 49684 622.0 178000000.0 2016.0 13000.0 7.3 54000.0
66 645.0 152.0 22000.0 11000.0 23000.0 533316061.0 1676169 57802 4667.0 185000000.0 2008.0 13000.0 9.0 37000.0
67 408.0 96.0 0.0 262.0 1000.0 292979556.0 665575 2635 704.0 175000000.0 2009.0 848.0 8.3 27000.0
68 219.0 94.0 11.0 459.0 1000.0 198332128.0 114553 2579 187.0 175000000.0 2009.0 973.0 6.5 0.0
69 486.0 126.0 4000.0 4000.0 21000.0 318298180.0 696338 39252 1055.0 140000000.0 2008.0 12000.0 7.9 10000.0
70 682.0 126.0 17000.0 1000.0 17000.0 73820094.0 245333 36017 678.0 170000000.0 2011.0 16000.0 7.5 42000.0
71 85.0 106.0 188.0 582.0 10000.0 113745408.0 129601 15870 648.0 170000000.0 1999.0 4000.0 4.8 0.0
72 264.0 112.0 357.0 595.0 5000.0 102176165.0 117927 9131 501.0 145000000.0 2008.0 3000.0 5.2 0.0
73 418.0 123.0 452.0 329.0 10000.0 161087183.0 118992 11287 971.0 175000000.0 2016.0 336.0 6.9 80000.0
74 186.0 96.0 293.0 7000.0 87000.0 100289690.0 115099 108016 257.0 175000000.0 2007.0 11000.0 5.4 2000.0
75 585.0 113.0 218.0 509.0 10000.0 100189501.0 431620 12652 741.0 178000000.0 2014.0 854.0 7.9 77000.0
76 91.0 176.0 58.0 60.0 711.0 88246220.0 144337 1004 309.0 175000000.0 1995.0 60.0 6.1 0.0
77 250.0 118.0 208.0 570.0 23000.0 150167630.0 174578 26683 534.0 175000000.0 2009.0 2000.0 5.8 0.0
78 536.0 95.0 0.0 384.0 1000.0 356454367.0 345198 2944 773.0 175000000.0 2015.0 767.0 8.3 118000.0
80 453.0 124.0 4000.0 4000.0 21000.0 312057433.0 522371 48638 723.0 200000000.0 2010.0 19000.0 7.0 18000.0
81 416.0 132.0 274.0 11000.0 26000.0 155111815.0 228554 72881 710.0 170000000.0 2012.0 17000.0 6.1 53000.0
82 401.0 97.0 171.0 846.0 11000.0 241407328.0 252257 15516 634.0 180000000.0 2014.0 2000.0 7.0 89000.0
83 521.0 130.0 198.0 884.0 10000.0 208543795.0 317542 14363 620.0 170000000.0 2014.0 2000.0 7.6 45000.0
85 218.0 128.0 47.0 982.0 18000.0 38297305.0 116994 20965 324.0 175000000.0 2013.0 1000.0 6.3 35000.0
86 576.0 136.0 94.0 2000.0 19000.0 259746958.0 496749 36188 742.0 170000000.0 2014.0 11000.0 7.8 55000.0
87 226.0 93.0 31.0 213.0 4000.0 238371987.0 138661 4628 173.0 165000000.0 2010.0 225.0 6.4 0.0
88 443.0 130.0 663.0 604.0 2000.0 93417865.0 128306 5046 497.0 190000000.0 2015.0 638.0 6.5 37000.0
89 384.0 102.0 38.0 562.0 756.0 222487711.0 279093 2963 433.0 165000000.0 2014.0 719.0 7.9 41000.0
90 377.0 101.0 66.0 833.0 975.0 189412677.0 272534 4451 345.0 165000000.0 2012.0 931.0 7.8 40000.0
91 188.0 100.0 0.0 267.0 15000.0 665426.0 120798 16264 444.0 165000000.0 2004.0 726.0 6.6 10000.0
92 286.0 120.0 776.0 535.0 890.0 102315545.0 58137 3233 520.0 165000000.0 2016.0 812.0 5.5 67000.0
93 288.0 98.0 255.0 759.0 18000.0 217387997.0 485430 20453 492.0 165000000.0 2010.0 953.0 8.2 33000.0
94 280.0 109.0 84.0 191.0 648.0 150350192.0 305340 1769 1676.0 200000000.0 2003.0 284.0 6.4 0.0
95 653.0 121.0 571.0 3000.0 14000.0 333130696.0 682155 32438 1097.0 170000000.0 2014.0 14000.0 8.1 96000.0
96 712.0 169.0 22000.0 6000.0 11000.0 187991439.0 928227 31488 2725.0 165000000.0 2014.0 11000.0 8.6 349000.0
97 642.0 148.0 22000.0 23000.0 29000.0 292568851.0 1468200 81115 2803.0 160000000.0 2010.0 27000.0 8.8 175000.0
99 645.0 182.0 0.0 773.0 5000.0 303001229.0 637246 9152 1367.0 180000000.0 2012.0 972.0 7.9 166000.0
100 187.0 106.0 357.0 4000.0 23000.0 144512310.0 272223 45327 988.0 38000000.0 2001.0 14000.0 6.7 14000.0
101 362.0 166.0 21000.0 919.0 11000.0 127490802.0 459346 13333 822.0 150000000.0 2008.0 1000.0 7.8 23000.0
102 500.0 132.0 905.0 1000.0 34000.0 146405371.0 518537 50983 698.0 160000000.0 2011.0 13000.0 7.8 54000.0
103 389.0 137.0 508.0 14000.0 34000.0 281666058.0 166137 81385 383.0 160000000.0 2015.0 22000.0 6.6 38000.0
104 235.0 109.0 226.0 370.0 12000.0 63143812.0 124185 13388 238.0 150000000.0 2010.0 418.0 6.1 11000.0
105 231.0 98.0 249.0 702.0 87000.0 60655503.0 82380 92456 629.0 160000000.0 2006.0 2000.0 5.6 0.0
106 218.0 113.0 33.0 11000.0 40000.0 76846624.0 21352 80806 131.0 170000000.0 2016.0 25000.0 6.4 30000.0
107 227.0 93.0 50.0 692.0 3000.0 320706665.0 211971 4705 326.0 160000000.0 2007.0 795.0 6.1 0.0
108 275.0 123.0 0.0 648.0 3000.0 46978995.0 111609 5505 781.0 160000000.0 2016.0 716.0 7.3 89000.0
109 474.0 126.0 230.0 2000.0 24000.0 89732035.0 188457 38873 867.0 155000000.0 2015.0 10000.0 6.6 82000.0
110 228.0 113.0 150.0 59.0 531.0 104383624.0 106446 764 227.0 155000000.0 2010.0 82.0 6.3 11000.0
111 191.0 184.0 0.0 691.0 3000.0 198539855.0 254111 5401 1999.0 140000000.0 2001.0 961.0 6.1 0.0
112 396.0 144.0 0.0 581.0 662.0 318759914.0 513158 2333 1782.0 150000000.0 2007.0 599.0 7.1 8000.0
116 318.0 102.0 532.0 979.0 10000.0 227946274.0 343648 21584 590.0 150000000.0 2008.0 9000.0 6.4 0.0
117 323.0 104.0 508.0 558.0 10000.0 256386216.0 530870 13076 1413.0 150000000.0 2007.0 1000.0 7.2 11000.0
118 276.0 115.0 13000.0 588.0 40000.0 206456431.0 320284 57844 1361.0 150000000.0 2005.0 16000.0 6.7 0.0
119 318.0 111.0 663.0 954.0 1000.0 206435493.0 473887 4764 626.0 150000000.0 2007.0 1000.0 8.0 10000.0
120 478.0 128.0 22000.0 11000.0 23000.0 205343774.0 980946 59558 2685.0 150000000.0 2005.0 14000.0 8.3 15000.0
121 167.0 89.0 35.0 436.0 1000.0 179982968.0 146019 3285 119.0 150000000.0 2008.0 851.0 6.7 0.0
122 185.0 105.0 189.0 1000.0 49000.0 177243721.0 130272 54039 209.0 150000000.0 2009.0 3000.0 5.9 2000.0
123 350.0 119.0 151.0 2000.0 20000.0 179883016.0 361924 40054 641.0 150000000.0 2009.0 16000.0 6.7 0.0
125 406.0 102.0 69.0 490.0 1000.0 400736600.0 421658 2582 904.0 150000000.0 2013.0 523.0 7.6 58000.0
126 275.0 138.0 0.0 30.0 234.0 281492479.0 421818 534 2789.0 150000000.0 2003.0 198.0 7.2 0.0
127 486.0 112.0 230.0 12000.0 26000.0 206360018.0 414070 59803 532.0 170000000.0 2013.0 20000.0 7.1 63000.0
129 298.0 146.0 2000.0 294.0 15000.0 133375846.0 207839 16948 435.0 150000000.0 2009.0 745.0 6.7 0.0
130 516.0 115.0 0.0 12000.0 26000.0 181015141.0 536314 60059 738.0 150000000.0 2011.0 20000.0 7.0 63000.0
131 225.0 96.0 59.0 699.0 17000.0 114053579.0 146766 20007 178.0 150000000.0 2008.0 759.0 6.9 0.0
132 145.0 88.0 12.0 182.0 730.0 119420252.0 33042 2217 90.0 150000000.0 2009.0 607.0 5.1 0.0
133 310.0 99.0 473.0 502.0 14000.0 83640426.0 152826 16184 253.0 150000000.0 2012.0 897.0 5.8 19000.0
134 526.0 113.0 13000.0 16000.0 40000.0 79711678.0 199039 80849 479.0 100000000.0 2012.0 17000.0 6.2 82000.0
136 357.0 119.0 394.0 162.0 12000.0 61937495.0 89442 13071 432.0 150000000.0 2010.0 490.0 5.8 0.0
137 248.0 110.0 282.0 103.0 11000.0 124051759.0 42372 21175 239.0 180000000.0 2016.0 10000.0 6.6 29000.0
138 194.0 91.0 58.0 826.0 2000.0 126597121.0 105902 6576 206.0 150000000.0 2007.0 852.0 6.2 0.0
139 284.0 90.0 90.0 15.0 11000.0 165230261.0 182718 21015 209.0 150000000.0 2011.0 10000.0 7.3 20000.0
140 280.0 103.0 0.0 346.0 1000.0 131564731.0 118951 2857 1382.0 150000000.0 2010.0 756.0 4.2 18000.0
141 310.0 124.0 14000.0 979.0 22000.0 133382309.0 256695 34817 871.0 150000000.0 2006.0 10000.0 6.9 0.0
142 339.0 131.0 776.0 256.0 17000.0 73103784.0 164238 18204 434.0 150000000.0 2013.0 551.0 6.4 33000.0
143 132.0 88.0 25.0 433.0 921.0 21379315.0 17590 2652 112.0 150000000.0 2011.0 562.0 5.4 0.0
145 256.0 111.0 456.0 394.0 20000.0 34964818.0 39956 21393 186.0 150000000.0 2015.0 548.0 5.8 24000.0
146 196.0 92.0 50.0 517.0 3000.0 111505642.0 47900 5810 130.0 145000000.0 2014.0 1000.0 6.9 11000.0
147 220.0 196.0 249.0 844.0 11000.0 133228348.0 381672 17944 1694.0 175000000.0 2004.0 5000.0 7.2 0.0
148 211.0 93.0 35.0 436.0 851.0 216366733.0 119213 2444 154.0 145000000.0 2012.0 770.0 6.9 17000.0
150 464.0 116.0 176.0 322.0 783.0 118099659.0 69757 2097 1211.0 144000000.0 2016.0 370.0 5.5 62000.0
151 167.0 153.0 0.0 537.0 13000.0 201573391.0 322395 26029 1171.0 140000000.0 1998.0 12000.0 6.6 11000.0
152 208.0 88.0 188.0 826.0 10000.0 190418803.0 270207 14823 606.0 140000000.0 2002.0 3000.0 6.1 2000.0
153 287.0 115.0 0.0 964.0 18000.0 82161969.0 142440 31523 505.0 150000000.0 2007.0 12000.0 6.3 3000.0
154 210.0 95.0 5.0 967.0 24000.0 143523463.0 64322 36095 145.0 145000000.0 2016.0 11000.0 7.2 24000.0
155 432.0 133.0 663.0 690.0 10000.0 209364921.0 365104 21768 512.0 145000000.0 2011.0 10000.0 7.4 35000.0
156 256.0 97.0 52.0 161.0 20000.0 103400692.0 123553 20645 174.0 145000000.0 2012.0 315.0 7.3 25000.0
157 135.0 90.0 23.0 233.0 957.0 110332737.0 110788 1997 258.0 100000000.0 2005.0 550.0 6.1 2000.0
158 190.0 154.0 380.0 445.0 10000.0 111110575.0 317166 11945 928.0 140000000.0 2003.0 956.0 7.7 0.0
160 518.0 127.0 14000.0 981.0 26000.0 257704099.0 504419 39284 1559.0 150000000.0 2009.0 12000.0 8.0 19000.0
161 291.0 121.0 0.0 4000.0 24000.0 403706375.0 544665 40484 2012.0 139000000.0 2002.0 11000.0 7.3 5000.0
162 292.0 102.0 255.0 953.0 18000.0 176997107.0 221128 23378 343.0 145000000.0 2014.0 3000.0 7.9 46000.0
163 184.0 126.0 295.0 284.0 18000.0 31141074.0 51892 19769 273.0 140000000.0 2016.0 934.0 5.5 24000.0
164 145.0 121.0 357.0 653.0 820.0 31704416.0 45455 2705 388.0 135000000.0 2005.0 780.0 5.0 0.0
165 451.0 215.0 0.0 413.0 986.0 107503316.0 392474 2530 1229.0 130000000.0 2009.0 745.0 7.7 18000.0
166 141.0 127.0 503.0 91.0 5000.0 129734803.0 127497 6171 287.0 140000000.0 1998.0 808.0 6.6 0.0
167 267.0 138.0 0.0 258.0 820.0 132122995.0 212106 1814 1445.0 137000000.0 2003.0 300.0 5.7 0.0
168 351.0 122.0 209.0 934.0 17000.0 122512052.0 146352 31958 288.0 130000000.0 2013.0 12000.0 5.8 42000.0
170 166.0 106.0 6.0 422.0 12000.0 32131830.0 72259 15015 788.0 137000000.0 2001.0 2000.0 6.4 0.0
171 510.0 124.0 394.0 2000.0 11000.0 176636816.0 508818 19761 679.0 140000000.0 2011.0 3000.0 6.9 46000.0
173 244.0 138.0 608.0 168.0 613.0 93926386.0 168207 1205 684.0 150000000.0 2003.0 172.0 7.4 0.0
174 322.0 115.0 386.0 12000.0 21000.0 292298923.0 185394 59177 329.0 120000000.0 2012.0 17000.0 5.5 65000.0
176 354.0 135.0 255.0 882.0 3000.0 134518390.0 326286 5811 643.0 150000000.0 2008.0 1000.0 6.8 0.0
179 556.0 156.0 0.0 733.0 29000.0 183635922.0 406020 57108 1188.0 135000000.0 2015.0 27000.0 8.1 190000.0
180 166.0 96.0 13.0 463.0 16000.0 83024900.0 62424 17416 90.0 135000000.0 2013.0 881.0 6.5 13000.0
181 362.0 107.0 563.0 939.0 40000.0 123207194.0 183208 43291 337.0 135000000.0 2011.0 1000.0 7.2 26000.0
182 153.0 92.0 35.0 179.0 19000.0 83348920.0 60230 19963 118.0 132000000.0 2014.0 411.0 6.7 11000.0
183 329.0 115.0 521.0 883.0 13000.0 227137090.0 491077 17369 820.0 110000000.0 2007.0 897.0 8.1 0.0
184 266.0 92.0 54.0 562.0 11000.0 215395021.0 307029 12754 360.0 130000000.0 2008.0 967.0 7.6 6000.0
185 517.0 117.0 235.0 680.0 2000.0 180191634.0 313866 5730 549.0 130000000.0 2015.0 2000.0 7.4 61000.0
186 502.0 146.0 508.0 523.0 34000.0 424645577.0 498397 49355 706.0 130000000.0 2013.0 14000.0 7.6 82000.0
187 322.0 115.0 386.0 12000.0 21000.0 292298923.0 185394 59177 329.0 120000000.0 2012.0 17000.0 5.5 65000.0
188 165.0 94.0 12.0 183.0 17000.0 177343675.0 70121 17883 214.0 135000000.0 2015.0 523.0 6.7 26000.0
189 401.0 116.0 14000.0 807.0 10000.0 234277056.0 334345 12758 2741.0 132000000.0 2005.0 1000.0 6.5 0.0
190 94.0 147.0 0.0 877.0 10000.0 138396624.0 178126 12954 511.0 130000000.0 2003.0 898.0 6.6 0.0
191 246.0 90.0 50.0 397.0 4000.0 149234747.0 114287 5046 137.0 130000000.0 2011.0 442.0 6.7 16000.0
192 330.0 101.0 176.0 282.0 11000.0 118311368.0 245621 12406 514.0 110000000.0 2010.0 702.0 6.4 23000.0
193 434.0 138.0 0.0 8000.0 12000.0 101160529.0 200022 32355 1240.0 125000000.0 2014.0 9000.0 5.8 71000.0
194 440.0 107.0 14000.0 845.0 2000.0 77564037.0 177383 4631 447.0 135000000.0 2011.0 871.0 7.4 44000.0
197 349.0 100.0 0.0 894.0 10000.0 60522097.0 158720 14168 744.0 130000000.0 2013.0 943.0 4.9 37000.0
198 145.0 82.0 0.0 388.0 1000.0 137748063.0 38438 2945 241.0 127500000.0 2000.0 558.0 6.5 0.0
200 154.0 98.0 189.0 1000.0 49000.0 113733726.0 67223 53587 126.0 127000000.0 2014.0 3000.0 6.2 11000.0
201 233.0 95.0 96.0 8000.0 24000.0 148337537.0 172754 46120 187.0 130000000.0 2010.0 11000.0 7.3 13000.0
203 208.0 96.0 124.0 1000.0 16000.0 33592415.0 91640 31549 210.0 130000000.0 2013.0 12000.0 5.6 20000.0
205 271.0 143.0 563.0 1000.0 40000.0 305388685.0 809474 48184 2113.0 140000000.0 2003.0 5000.0 8.1 10000.0
207 403.0 123.0 508.0 14000.0 34000.0 337103873.0 305008 81385 591.0 125000000.0 2014.0 22000.0 6.7 52000.0
208 294.0 174.0 2000.0 362.0 15000.0 217536138.0 314253 16008 1966.0 125000000.0 2006.0 574.0 6.6 0.0
209 159.0 101.0 107.0 56.0 688.0 131536019.0 58498 1031 99.0 103000000.0 2014.0 237.0 6.4 0.0
211 342.0 132.0 681.0 12000.0 23000.0 209805005.0 284792 55345 366.0 125000000.0 2011.0 14000.0 7.3 54000.0
212 382.0 129.0 0.0 154.0 21000.0 186830669.0 338635 22403 412.0 125000000.0 2011.0 979.0 7.5 39000.0
213 344.0 106.0 255.0 850.0 14000.0 163192114.0 229679 18003 637.0 125000000.0 2010.0 1000.0 5.8 15000.0
214 196.0 113.0 719.0 217.0 605.0 119412921.0 240241 1441 391.0 65000000.0 1990.0 308.0 7.5 0.0
215 85.0 102.0 323.0 241.0 845.0 32694788.0 101411 1815 546.0 85000000.0 1999.0 372.0 6.6 0.0
216 436.0 135.0 209.0 602.0 10000.0 113165635.0 229823 12175 504.0 125000000.0 2012.0 826.0 6.7 31000.0
217 183.0 125.0 541.0 409.0 920.0 107285004.0 189855 2699 1018.0 125000000.0 1997.0 890.0 3.7 0.0
218 175.0 110.0 2000.0 636.0 1000.0 260031035.0 141414 4146 482.0 123000000.0 2000.0 722.0 6.0 0.0
219 239.0 124.0 776.0 812.0 15000.0 186739919.0 333248 20553 1159.0 125000000.0 2004.0 2000.0 6.4 19000.0
220 237.0 123.0 610.0 653.0 10000.0 215397307.0 242188 11930 1426.0 125000000.0 2000.0 794.0 6.1 0.0
221 231.0 130.0 249.0 461.0 784.0 182618434.0 133076 2684 779.0 140000000.0 2000.0 638.0 6.4 0.0
222 262.0 92.0 167.0 702.0 11000.0 131920333.0 213275 15302 436.0 130000000.0 2007.0 2000.0 5.6 0.0
223 552.0 127.0 0.0 341.0 774.0 124976634.0 440084 2121 755.0 120000000.0 2012.0 358.0 8.0 122000.0
224 276.0 123.0 160.0 402.0 12000.0 115802596.0 182661 14017 681.0 110000000.0 2007.0 701.0 5.2 0.0
226 102.0 107.0 368.0 1000.0 2000.0 100685880.0 100821 4046 554.0 120000000.0 2003.0 1000.0 4.8 0.0
227 775.0 124.0 0.0 641.0 13000.0 126464904.0 456260 24098 2326.0 130000000.0 2012.0 9000.0 7.0 97000.0
228 71.0 77.0 50.0 537.0 886.0 64736114.0 36471 2682 69.0 120000000.0 2002.0 799.0 5.4 459.0
229 476.0 109.0 662.0 1000.0 13000.0 93050117.0 338087 17689 814.0 115000000.0 2013.0 2000.0 6.6 61000.0
230 207.0 134.0 123.0 567.0 14000.0 57637485.0 183909 17159 666.0 105000000.0 2004.0 850.0 6.7 0.0
231 492.0 117.0 294.0 1000.0 10000.0 58607007.0 182899 14161 630.0 100000000.0 2014.0 2000.0 6.2 60000.0
232 284.0 135.0 0.0 87.0 690.0 43929341.0 57873 902 414.0 120000000.0 2008.0 107.0 6.1 0.0
233 168.0 121.0 274.0 157.0 273.0 30212620.0 35066 993 196.0 120000000.0 2010.0 216.0 5.3 0.0
234 283.0 117.0 446.0 877.0 10000.0 76418654.0 148280 12731 348.0 117000000.0 2010.0 973.0 6.3 11000.0
235 539.0 124.0 364.0 1000.0 11000.0 89021735.0 387436 22004 892.0 120000000.0 2013.0 10000.0 7.0 71000.0
236 359.0 140.0 0.0 4000.0 20000.0 380262555.0 520104 44042 3286.0 113000000.0 2005.0 16000.0 7.6 10000.0
237 284.0 142.0 0.0 4000.0 20000.0 310675583.0 464310 42990 3516.0 115000000.0 2002.0 16000.0 6.7 0.0
238 250.0 92.0 0.0 773.0 12000.0 289907418.0 585659 15013 593.0 115000000.0 2001.0 1000.0 8.1 0.0
239 440.0 138.0 446.0 929.0 20000.0 132550960.0 328067 23755 533.0 120000000.0 2013.0 992.0 6.7 68000.0
240 320.0 136.0 0.0 1000.0 20000.0 474544677.0 534658 37723 3597.0 115000000.0 1999.0 14000.0 6.5 13000.0
241 257.0 98.0 16.0 12000.0 16000.0 187165546.0 150618 43286 195.0 135000000.0 2013.0 15000.0 7.3 28000.0
243 152.0 153.0 610.0 617.0 12000.0 40911830.0 55994 15046 454.0 115000000.0 2002.0 836.0 6.0 0.0
244 231.0 120.0 19.0 9000.0 26000.0 47952020.0 37750 46719 134.0 115000000.0 2016.0 11000.0 6.1 16000.0
245 348.0 101.0 473.0 429.0 833.0 190871240.0 167085 2690 491.0 125000000.0 2014.0 809.0 5.9 62000.0
247 93.0 108.0 79.0 268.0 650.0 67155742.0 62271 1569 277.0 116000000.0 1997.0 293.0 5.8 0.0
248 181.0 112.0 13.0 799.0 5000.0 81638674.0 17533 8306 115.0 135000000.0 2016.0 833.0 6.3 12000.0
249 369.0 100.0 128.0 78.0 596.0 56114221.0 110486 1261 695.0 120000000.0 2015.0 360.0 4.3 41000.0
250 179.0 108.0 189.0 1000.0 49000.0 250863268.0 234480 55486 444.0 110000000.0 2006.0 3000.0 6.4 3000.0
251 358.0 114.0 62.0 884.0 12000.0 155181732.0 147497 16718 499.0 110000000.0 2015.0 2000.0 6.1 52000.0
253 192.0 142.0 776.0 1000.0 13000.0 113330342.0 207613 19454 1144.0 110000000.0 2000.0 2000.0 7.1 4000.0
